0.01	1.6444	1.7173	1.8546	0.030881	0.028169	0.0022586
0.0125	1.625	1.7142	1.8259	0.030922	0.02822	0.0023084
0.015	1.6432	1.7284	1.8323	0.03081	0.028226	0.0022247
0.0175	1.6416	1.746	1.8217	0.030887	0.028121	0.0023381
0.02	1.6417	1.7467	1.8239	0.03083	0.028105	0.0022571
0.0225	1.6412	1.7282	1.8261	0.030703	0.028191	0.0024468
0.025	1.6508	1.7278	1.8102	0.030588	0.028429	0.0023489
0.0275	1.6517	1.7263	1.8078	0.030397	0.028287	0.0024614
0.03	1.6411	1.7125	1.8045	0.030098	0.028404	0.002406
0.0325	1.6395	1.706	1.7764	0.029628	0.028699	0.0028387
0.035	1.6371	1.7152	1.737	0.029286	0.029014	0.003028
0.0375	1.6464	1.7386	1.7076	0.028402	0.029406	0.0035317
0.04	1.6452	1.7292	1.6642	0.027359	0.030037	0.0043506
0.0425	1.6308	1.7072	1.5604	0.025545	0.03101	0.0057699
0.045	1.6323	1.7162	1.4569	0.0236	0.032209	0.0073271
0.0475	1.6483	1.708	1.3166	0.020805	0.034041	0.0096086
0.05	1.6527	1.6903	1.1367	0.017064	0.036752	0.012458
0.0525	1.6041	1.6352	0.96284	0.012844	0.03958	0.01523
0.055	1.5351	1.5465	0.80578	0.0085126	0.043011	0.016921
