9.1	3.0169	4.4701	2.9471	0.072222	0.068974	0.076221
9.5	3.2327	5.5404	3.6726	0.082357	0.086985	0.079823
9.9	3.2427	6.1895	4.672	0.086063	0.096371	0.071792
10.3	3.1204	6.1586	5.1708	0.082821	0.094168	0.062071
10.7	3.2576	6.0011	5.2771	0.080357	0.092203	0.059471
11.1	3.4406	5.8968	5.3306	0.07869	0.091064	0.059554
11.5	3.5085	5.6453	5.205	0.076566	0.089467	0.059132
11.9	3.5399	5.633	5.1916	0.0788	0.092355	0.061797
12.3	3.5439	5.5828	5.1724	0.076729	0.089886	0.060297
12.7	3.6352	5.6849	5.2574	0.077315	0.090742	0.061252
13.1	3.6131	5.6324	5.1312	0.077706	0.091153	0.061546
13.5	3.606	5.6316	5.1804	0.077189	0.090626	0.060792
13.9	3.5477	5.6035	5.1509	0.076867	0.090839	0.061267
