0.000000	99.000000	0.000000	0.000000
1.000000	97.240120	3.046480	0.421707
2.000000	94.890589	5.688011	0.680175
3.000000	92.589781	8.374424	0.906619
4.000000	90.276986	11.054460	1.080809
5.000000	87.994681	13.759827	1.265086
6.000000	85.685989	16.443662	1.430370
7.000000	83.392366	19.136978	1.640803
8.000000	81.042890	21.777223	1.900716
9.000000	78.742218	24.462838	2.127631
10.000000	76.384558	27.093242	2.407622
11.000000	74.026955	29.713212	2.771314
12.000000	71.635044	32.301565	3.136229
13.000000	69.240136	34.871658	3.596392
14.000000	66.802792	37.396774	4.081343
15.000000	64.381862	39.928422	4.612464
16.000000	61.916876	42.409879	5.175650
17.000000	59.486509	44.926324	5.733654
18.000000	57.041219	47.438348	6.241868
19.000000	54.640797	49.999293	6.717831
20.000000	52.272536	52.615210	7.025862
21.000000	50.019988	55.346149	7.146989
22.000000	47.869431	58.156043	6.988914
23.000000	45.868135	61.055933	6.627029
24.000000	43.883034	63.954188	6.173756
25.000000	41.508230	66.346611	5.088789
26.000000	39.003276	68.670406	4.150947
27.000000	36.334357	70.937056	3.617264
28.000000	33.607505	73.176417	3.182207
29.000000	30.848594	75.414113	2.782233
30.000000	28.043448	77.629208	2.462495
31.000000	25.216963	79.831807	2.182185
32.000000	22.401837	82.033537	1.893429
33.000000	19.589139	84.223021	1.619747
34.000000	16.786844	86.412556	1.337019
35.000000	13.978530	88.583233	1.087382
36.000000	11.168480	90.735187	0.866931
37.000000	8.361867	92.873355	0.662913
38.000000	5.563487	95.010084	0.453575
39.000000	2.775730	97.145410	0.235898
40.000000	0.000000	99.285700	0.000000
